image,mask,dataset,mode
./data/data_science_bowl_2018/stage1_train/b76ff33ae9da28f9cd8bdce465d45f1eca399db3ffa83847535708e0d511fe38/images/b76ff33ae9da28f9cd8bdce465d45f1eca399db3ffa83847535708e0d511fe38.png,./data/data_science_bowl_2018/stage1_train/b76ff33ae9da28f9cd8bdce465d45f1eca399db3ffa83847535708e0d511fe38/b76ff33ae9da28f9cd8bdce465d45f1eca399db3ffa83847535708e0d511fe38_mask.png,dsb,none
./data/data_science_bowl_2018/stage1_train/5c235b945b25b9905b9b0429ce59f1db51d0d0c7d48c2c21ab9f3ca54b0715e6/images/5c235b945b25b9905b9b0429ce59f1db51d0d0c7d48c2c21ab9f3ca54b0715e6.png,./data/data_science_bowl_2018/stage1_train/5c235b945b25b9905b9b0429ce59f1db51d0d0c7d48c2c21ab9f3ca54b0715e6/5c235b945b25b9905b9b0429ce59f1db51d0d0c7d48c2c21ab9f3ca54b0715e6_mask.png,dsb,none
./data/data_science_bowl_2018/stage1_train/6b61ab2e3ff0e2c7a55fd71e290b51e142555cf82bc7574fc27326735e8acbd1/images/6b61ab2e3ff0e2c7a55fd71e290b51e142555cf82bc7574fc27326735e8acbd1.png,./data/data_science_bowl_2018/stage1_train/6b61ab2e3ff0e2c7a55fd71e290b51e142555cf82bc7574fc27326735e8acbd1/6b61ab2e3ff0e2c7a55fd71e290b51e142555cf82bc7574fc27326735e8acbd1_mask.png,dsb,none
./data/data_science_bowl_2018/stage1_train/f6863b83d75e5927b30e2e326405b588293283c25aaef2251b30c343296b9cb1/images/f6863b83d75e5927b30e2e326405b588293283c25aaef2251b30c343296b9cb1.png,./data/data_science_bowl_2018/stage1_train/f6863b83d75e5927b30e2e326405b588293283c25aaef2251b30c343296b9cb1/f6863b83d75e5927b30e2e326405b588293283c25aaef2251b30c343296b9cb1_mask.png,dsb,none
./data/data_science_bowl_2018/stage1_train/fc345dac2205deb169bd70197f07f053bada80b61ffa69fdfb490758323ead69/images/fc345dac2205deb169bd70197f07f053bada80b61ffa69fdfb490758323ead69.png,./data/data_science_bowl_2018/stage1_train/fc345dac2205deb169bd70197f07f053bada80b61ffa69fdfb490758323ead69/fc345dac2205deb169bd70197f07f053bada80b61ffa69fdfb490758323ead69_mask.png,dsb,none
./data/data_science_bowl_2018/stage1_train/01d44a26f6680c42ba94c9bc6339228579a95d0e2695b149b7cc0c9592b21baf/images/01d44a26f6680c42ba94c9bc6339228579a95d0e2695b149b7cc0c9592b21baf.png,./data/data_science_bowl_2018/stage1_train/01d44a26f6680c42ba94c9bc6339228579a95d0e2695b149b7cc0c9592b21baf/01d44a26f6680c42ba94c9bc6339228579a95d0e2695b149b7cc0c9592b21baf_mask.png,dsb,none
./data/data_science_bowl_2018/stage1_train/4ca5081854df7bbcaa4934fcf34318f82733a0f8c05b942c2265eea75419d62f/images/4ca5081854df7bbcaa4934fcf34318f82733a0f8c05b942c2265eea75419d62f.png,./data/data_science_bowl_2018/stage1_train/4ca5081854df7bbcaa4934fcf34318f82733a0f8c05b942c2265eea75419d62f/4ca5081854df7bbcaa4934fcf34318f82733a0f8c05b942c2265eea75419d62f_mask.png,dsb,none
./data/data_science_bowl_2018/stage1_train/e4537e7893e631f3ba6ae5b1023e24b233c78249a31c2f5e561f6c4cad88fcf6/images/e4537e7893e631f3ba6ae5b1023e24b233c78249a31c2f5e561f6c4cad88fcf6.png,./data/data_science_bowl_2018/stage1_train/e4537e7893e631f3ba6ae5b1023e24b233c78249a31c2f5e561f6c4cad88fcf6/e4537e7893e631f3ba6ae5b1023e24b233c78249a31c2f5e561f6c4cad88fcf6_mask.png,dsb,none
./data/data_science_bowl_2018/stage1_train/4e1c889de3764694d0dea41e5682fedb265eaf2cdbe72ff6c1f518747d709464/images/4e1c889de3764694d0dea41e5682fedb265eaf2cdbe72ff6c1f518747d709464.png,./data/data_science_bowl_2018/stage1_train/4e1c889de3764694d0dea41e5682fedb265eaf2cdbe72ff6c1f518747d709464/4e1c889de3764694d0dea41e5682fedb265eaf2cdbe72ff6c1f518747d709464_mask.png,dsb,none
./data/data_science_bowl_2018/stage1_train/d32ea6d318626ca14a967d0c1ad3218aebfe636624a8d1173f5150dde8ff38cf/images/d32ea6d318626ca14a967d0c1ad3218aebfe636624a8d1173f5150dde8ff38cf.png,./data/data_science_bowl_2018/stage1_train/d32ea6d318626ca14a967d0c1ad3218aebfe636624a8d1173f5150dde8ff38cf/d32ea6d318626ca14a967d0c1ad3218aebfe636624a8d1173f5150dde8ff38cf_mask.png,dsb,none
./data/data_science_bowl_2018/stage1_train/6bd18a218d25247dc456aed124c066a6397fb93086e860e4d04014bfa9c9555d/images/6bd18a218d25247dc456aed124c066a6397fb93086e860e4d04014bfa9c9555d.png,./data/data_science_bowl_2018/stage1_train/6bd18a218d25247dc456aed124c066a6397fb93086e860e4d04014bfa9c9555d/6bd18a218d25247dc456aed124c066a6397fb93086e860e4d04014bfa9c9555d_mask.png,dsb,none
./data/data_science_bowl_2018/stage1_train/dec1764c00e8b3c4bf1fc7a2fda341279218ff894186b0c2664128348683c757/images/dec1764c00e8b3c4bf1fc7a2fda341279218ff894186b0c2664128348683c757.png,./data/data_science_bowl_2018/stage1_train/dec1764c00e8b3c4bf1fc7a2fda341279218ff894186b0c2664128348683c757/dec1764c00e8b3c4bf1fc7a2fda341279218ff894186b0c2664128348683c757_mask.png,dsb,none
./data/data_science_bowl_2018/stage1_train/815524d88283ba10ad597b87aa1967671db776df8004a0c4291b67fc2624c22a/images/815524d88283ba10ad597b87aa1967671db776df8004a0c4291b67fc2624c22a.png,./data/data_science_bowl_2018/stage1_train/815524d88283ba10ad597b87aa1967671db776df8004a0c4291b67fc2624c22a/815524d88283ba10ad597b87aa1967671db776df8004a0c4291b67fc2624c22a_mask.png,dsb,none
./data/data_science_bowl_2018/stage1_train/aa4d989d262c618ac2793579e200cc71b3767f84698ae5f669867f23cdfe2568/images/aa4d989d262c618ac2793579e200cc71b3767f84698ae5f669867f23cdfe2568.png,./data/data_science_bowl_2018/stage1_train/aa4d989d262c618ac2793579e200cc71b3767f84698ae5f669867f23cdfe2568/aa4d989d262c618ac2793579e200cc71b3767f84698ae5f669867f23cdfe2568_mask.png,dsb,none
./data/data_science_bowl_2018/stage1_train/12f89395ad5d21491ab9cec137e247652451d283064773507d7dc362243c5b8e/images/12f89395ad5d21491ab9cec137e247652451d283064773507d7dc362243c5b8e.png,./data/data_science_bowl_2018/stage1_train/12f89395ad5d21491ab9cec137e247652451d283064773507d7dc362243c5b8e/12f89395ad5d21491ab9cec137e247652451d283064773507d7dc362243c5b8e_mask.png,dsb,none
./data/data_science_bowl_2018/stage1_train/e5aeb5b3577abbebe8982b5dd7d22c4257250ad3000661a42f38bf9248d291fd/images/e5aeb5b3577abbebe8982b5dd7d22c4257250ad3000661a42f38bf9248d291fd.png,./data/data_science_bowl_2018/stage1_train/e5aeb5b3577abbebe8982b5dd7d22c4257250ad3000661a42f38bf9248d291fd/e5aeb5b3577abbebe8982b5dd7d22c4257250ad3000661a42f38bf9248d291fd_mask.png,dsb,none
./data/data_science_bowl_2018/stage1_train/df53d0b6c2c4e45d759b2c474011e2b2b32552cd100ca4b22388ab9ca1750ee2/images/df53d0b6c2c4e45d759b2c474011e2b2b32552cd100ca4b22388ab9ca1750ee2.png,./data/data_science_bowl_2018/stage1_train/df53d0b6c2c4e45d759b2c474011e2b2b32552cd100ca4b22388ab9ca1750ee2/df53d0b6c2c4e45d759b2c474011e2b2b32552cd100ca4b22388ab9ca1750ee2_mask.png,dsb,none
./data/data_science_bowl_2018/stage1_train/0e4c2e2780de7ec4312f0efcd86b07c3738d21df30bb4643659962b4da5505a3/images/0e4c2e2780de7ec4312f0efcd86b07c3738d21df30bb4643659962b4da5505a3.png,./data/data_science_bowl_2018/stage1_train/0e4c2e2780de7ec4312f0efcd86b07c3738d21df30bb4643659962b4da5505a3/0e4c2e2780de7ec4312f0efcd86b07c3738d21df30bb4643659962b4da5505a3_mask.png,dsb,none
./data/data_science_bowl_2018/stage1_train/1ec74a26e772966df764e063f1391109a60d803cff9d15680093641ed691bf72/images/1ec74a26e772966df764e063f1391109a60d803cff9d15680093641ed691bf72.png,./data/data_science_bowl_2018/stage1_train/1ec74a26e772966df764e063f1391109a60d803cff9d15680093641ed691bf72/1ec74a26e772966df764e063f1391109a60d803cff9d15680093641ed691bf72_mask.png,dsb,none
./data/data_science_bowl_2018/stage1_train/0a7d30b252359a10fd298b638b90cb9ada3acced4e0c0e5a3692013f432ee4e9/images/0a7d30b252359a10fd298b638b90cb9ada3acced4e0c0e5a3692013f432ee4e9.png,./data/data_science_bowl_2018/stage1_train/0a7d30b252359a10fd298b638b90cb9ada3acced4e0c0e5a3692013f432ee4e9/0a7d30b252359a10fd298b638b90cb9ada3acced4e0c0e5a3692013f432ee4e9_mask.png,dsb,none
./data/data_science_bowl_2018/stage1_train/623cf6987b3fac8f384c09f40d98c5e739c097aa9a9627054542aa27f7d38db1/images/623cf6987b3fac8f384c09f40d98c5e739c097aa9a9627054542aa27f7d38db1.png,./data/data_science_bowl_2018/stage1_train/623cf6987b3fac8f384c09f40d98c5e739c097aa9a9627054542aa27f7d38db1/623cf6987b3fac8f384c09f40d98c5e739c097aa9a9627054542aa27f7d38db1_mask.png,dsb,none
./data/data_science_bowl_2018/stage1_train/5f9d29d6388c700f35a3c29fa1b1ce0c1cba6667d05fdb70bd1e89004dcf71ed/images/5f9d29d6388c700f35a3c29fa1b1ce0c1cba6667d05fdb70bd1e89004dcf71ed.png,./data/data_science_bowl_2018/stage1_train/5f9d29d6388c700f35a3c29fa1b1ce0c1cba6667d05fdb70bd1e89004dcf71ed/5f9d29d6388c700f35a3c29fa1b1ce0c1cba6667d05fdb70bd1e89004dcf71ed_mask.png,dsb,none
./data/data_science_bowl_2018/stage1_train/785555c0cbb49dad835635217085287a8cc61c27d26f0e106b70c1dfd05784dc/images/785555c0cbb49dad835635217085287a8cc61c27d26f0e106b70c1dfd05784dc.png,./data/data_science_bowl_2018/stage1_train/785555c0cbb49dad835635217085287a8cc61c27d26f0e106b70c1dfd05784dc/785555c0cbb49dad835635217085287a8cc61c27d26f0e106b70c1dfd05784dc_mask.png,dsb,none
./data/data_science_bowl_2018/stage1_train/c2a646a819f59a4e816e0ee8ea00ba10d5de9ac20b5a435c41192637790dabee/images/c2a646a819f59a4e816e0ee8ea00ba10d5de9ac20b5a435c41192637790dabee.png,./data/data_science_bowl_2018/stage1_train/c2a646a819f59a4e816e0ee8ea00ba10d5de9ac20b5a435c41192637790dabee/c2a646a819f59a4e816e0ee8ea00ba10d5de9ac20b5a435c41192637790dabee_mask.png,dsb,none
./data/data_science_bowl_2018/stage1_train/a6e81120d1cb9f71f8a25f90a5d56c4b714a642fc496a705e38921fd90a3f69c/images/a6e81120d1cb9f71f8a25f90a5d56c4b714a642fc496a705e38921fd90a3f69c.png,./data/data_science_bowl_2018/stage1_train/a6e81120d1cb9f71f8a25f90a5d56c4b714a642fc496a705e38921fd90a3f69c/a6e81120d1cb9f71f8a25f90a5d56c4b714a642fc496a705e38921fd90a3f69c_mask.png,dsb,none
./data/data_science_bowl_2018/stage1_train/24a20f2a529cede5695df2422a3986505b5826bb10b10781d6db2074cf3de7b3/images/24a20f2a529cede5695df2422a3986505b5826bb10b10781d6db2074cf3de7b3.png,./data/data_science_bowl_2018/stage1_train/24a20f2a529cede5695df2422a3986505b5826bb10b10781d6db2074cf3de7b3/24a20f2a529cede5695df2422a3986505b5826bb10b10781d6db2074cf3de7b3_mask.png,dsb,none
./data/data_science_bowl_2018/stage1_train/ba3997edd3fcb2f823ecdf870d2b607f08bff848f72a5cf72340bae5aca7c5ce/images/ba3997edd3fcb2f823ecdf870d2b607f08bff848f72a5cf72340bae5aca7c5ce.png,./data/data_science_bowl_2018/stage1_train/ba3997edd3fcb2f823ecdf870d2b607f08bff848f72a5cf72340bae5aca7c5ce/ba3997edd3fcb2f823ecdf870d2b607f08bff848f72a5cf72340bae5aca7c5ce_mask.png,dsb,none
./data/data_science_bowl_2018/stage1_train/648636ee314d7bdba3ab2fc0fe49a863de35c3e2caf619039f678df67b526868/images/648636ee314d7bdba3ab2fc0fe49a863de35c3e2caf619039f678df67b526868.png,./data/data_science_bowl_2018/stage1_train/648636ee314d7bdba3ab2fc0fe49a863de35c3e2caf619039f678df67b526868/648636ee314d7bdba3ab2fc0fe49a863de35c3e2caf619039f678df67b526868_mask.png,dsb,none
./data/data_science_bowl_2018/stage1_train/3852c7e45bd885b9537e276861ab50b99bb42f0f8e717d2f88174c62862ca3ff/images/3852c7e45bd885b9537e276861ab50b99bb42f0f8e717d2f88174c62862ca3ff.png,./data/data_science_bowl_2018/stage1_train/3852c7e45bd885b9537e276861ab50b99bb42f0f8e717d2f88174c62862ca3ff/3852c7e45bd885b9537e276861ab50b99bb42f0f8e717d2f88174c62862ca3ff_mask.png,dsb,none
./data/data_science_bowl_2018/stage1_train/947c0d94c8213ac7aaa41c4efc95d854246550298259cf1bb489654d0e969050/images/947c0d94c8213ac7aaa41c4efc95d854246550298259cf1bb489654d0e969050.png,./data/data_science_bowl_2018/stage1_train/947c0d94c8213ac7aaa41c4efc95d854246550298259cf1bb489654d0e969050/947c0d94c8213ac7aaa41c4efc95d854246550298259cf1bb489654d0e969050_mask.png,dsb,none
./data/data_science_bowl_2018/stage1_train/a31deaf0ac279d5f34fb2eca80cc2abce6ef30bd64e7aca40efe4b2ba8e9ad3d/images/a31deaf0ac279d5f34fb2eca80cc2abce6ef30bd64e7aca40efe4b2ba8e9ad3d.png,./data/data_science_bowl_2018/stage1_train/a31deaf0ac279d5f34fb2eca80cc2abce6ef30bd64e7aca40efe4b2ba8e9ad3d/a31deaf0ac279d5f34fb2eca80cc2abce6ef30bd64e7aca40efe4b2ba8e9ad3d_mask.png,dsb,none
./data/data_science_bowl_2018/stage1_train/5bb8508ff8ec8683fc6a8aa6bd470f6feb3af4eccdca07f51a1ebc9dad67cfb8/images/5bb8508ff8ec8683fc6a8aa6bd470f6feb3af4eccdca07f51a1ebc9dad67cfb8.png,./data/data_science_bowl_2018/stage1_train/5bb8508ff8ec8683fc6a8aa6bd470f6feb3af4eccdca07f51a1ebc9dad67cfb8/5bb8508ff8ec8683fc6a8aa6bd470f6feb3af4eccdca07f51a1ebc9dad67cfb8_mask.png,dsb,none
./data/data_science_bowl_2018/stage1_train/f20eb4592e7d3cf58d421a9c34832d33adcdcbd0e17b7bf009a013847608da27/images/f20eb4592e7d3cf58d421a9c34832d33adcdcbd0e17b7bf009a013847608da27.png,./data/data_science_bowl_2018/stage1_train/f20eb4592e7d3cf58d421a9c34832d33adcdcbd0e17b7bf009a013847608da27/f20eb4592e7d3cf58d421a9c34832d33adcdcbd0e17b7bf009a013847608da27_mask.png,dsb,none
./data/data_science_bowl_2018/stage1_train/76faaed50ed6ea6814ac36199964b86fb09ba7f41a6f213bceaa80d625adc2e1/images/76faaed50ed6ea6814ac36199964b86fb09ba7f41a6f213bceaa80d625adc2e1.png,./data/data_science_bowl_2018/stage1_train/76faaed50ed6ea6814ac36199964b86fb09ba7f41a6f213bceaa80d625adc2e1/76faaed50ed6ea6814ac36199964b86fb09ba7f41a6f213bceaa80d625adc2e1_mask.png,dsb,none
./data/data_science_bowl_2018/stage1_train/c8ca945abc29d262a5525e4c2585541bba33fa77c86a47c94575d8e5b54c83fb/images/c8ca945abc29d262a5525e4c2585541bba33fa77c86a47c94575d8e5b54c83fb.png,./data/data_science_bowl_2018/stage1_train/c8ca945abc29d262a5525e4c2585541bba33fa77c86a47c94575d8e5b54c83fb/c8ca945abc29d262a5525e4c2585541bba33fa77c86a47c94575d8e5b54c83fb_mask.png,dsb,none
./data/data_science_bowl_2018/stage1_train/8aa1a883f61f0bb5af3d3d60acaaf33af45ef4fbffaac15ae838bc1ce37b6fbf/images/8aa1a883f61f0bb5af3d3d60acaaf33af45ef4fbffaac15ae838bc1ce37b6fbf.png,./data/data_science_bowl_2018/stage1_train/8aa1a883f61f0bb5af3d3d60acaaf33af45ef4fbffaac15ae838bc1ce37b6fbf/8aa1a883f61f0bb5af3d3d60acaaf33af45ef4fbffaac15ae838bc1ce37b6fbf_mask.png,dsb,none
./data/data_science_bowl_2018/stage1_train/d910b2b1be8406caecfe31a503d412ffc4e3d488286242ebc7381836121dd4ef/images/d910b2b1be8406caecfe31a503d412ffc4e3d488286242ebc7381836121dd4ef.png,./data/data_science_bowl_2018/stage1_train/d910b2b1be8406caecfe31a503d412ffc4e3d488286242ebc7381836121dd4ef/d910b2b1be8406caecfe31a503d412ffc4e3d488286242ebc7381836121dd4ef_mask.png,dsb,none
./data/data_science_bowl_2018/stage1_train/9fb32aba1c2fd53273dca9abefac944ba747f578da82dfaa1249f332a2324944/images/9fb32aba1c2fd53273dca9abefac944ba747f578da82dfaa1249f332a2324944.png,./data/data_science_bowl_2018/stage1_train/9fb32aba1c2fd53273dca9abefac944ba747f578da82dfaa1249f332a2324944/9fb32aba1c2fd53273dca9abefac944ba747f578da82dfaa1249f332a2324944_mask.png,dsb,none
./data/data_science_bowl_2018/stage1_train/ea00f5a91ca75e745d675201cc62d7db266f8e2787033e15a7dd5f1cc5c0ad72/images/ea00f5a91ca75e745d675201cc62d7db266f8e2787033e15a7dd5f1cc5c0ad72.png,./data/data_science_bowl_2018/stage1_train/ea00f5a91ca75e745d675201cc62d7db266f8e2787033e15a7dd5f1cc5c0ad72/ea00f5a91ca75e745d675201cc62d7db266f8e2787033e15a7dd5f1cc5c0ad72_mask.png,dsb,none
./data/data_science_bowl_2018/stage1_train/bf7691b0a79811fa068b7408cbce636a73f01ef9e971a95da1a2d96df73782b6/images/bf7691b0a79811fa068b7408cbce636a73f01ef9e971a95da1a2d96df73782b6.png,./data/data_science_bowl_2018/stage1_train/bf7691b0a79811fa068b7408cbce636a73f01ef9e971a95da1a2d96df73782b6/bf7691b0a79811fa068b7408cbce636a73f01ef9e971a95da1a2d96df73782b6_mask.png,dsb,none
./data/data_science_bowl_2018/stage1_train/8e8a7a14749d0b2e48de3d10e2e80063f17b165ad921c8afc0623f08500f3259/images/8e8a7a14749d0b2e48de3d10e2e80063f17b165ad921c8afc0623f08500f3259.png,./data/data_science_bowl_2018/stage1_train/8e8a7a14749d0b2e48de3d10e2e80063f17b165ad921c8afc0623f08500f3259/8e8a7a14749d0b2e48de3d10e2e80063f17b165ad921c8afc0623f08500f3259_mask.png,dsb,none
./data/data_science_bowl_2018/stage1_train/8f6597cd978c060378177df76e554d0578b97eab471e237dbe0adc0dd0d93d63/images/8f6597cd978c060378177df76e554d0578b97eab471e237dbe0adc0dd0d93d63.png,./data/data_science_bowl_2018/stage1_train/8f6597cd978c060378177df76e554d0578b97eab471e237dbe0adc0dd0d93d63/8f6597cd978c060378177df76e554d0578b97eab471e237dbe0adc0dd0d93d63_mask.png,dsb,none
./data/data_science_bowl_2018/stage1_train/33d0a9b24c25852ce35274b4b1777484ccd21f44dbe35491cc926e5948c1ce3e/images/33d0a9b24c25852ce35274b4b1777484ccd21f44dbe35491cc926e5948c1ce3e.png,./data/data_science_bowl_2018/stage1_train/33d0a9b24c25852ce35274b4b1777484ccd21f44dbe35491cc926e5948c1ce3e/33d0a9b24c25852ce35274b4b1777484ccd21f44dbe35491cc926e5948c1ce3e_mask.png,dsb,none
./data/data_science_bowl_2018/stage1_train/e5384c905e9879cb6e8ff5250fb03155bc1db035d8dde458eece9078b7de8ff1/images/e5384c905e9879cb6e8ff5250fb03155bc1db035d8dde458eece9078b7de8ff1.png,./data/data_science_bowl_2018/stage1_train/e5384c905e9879cb6e8ff5250fb03155bc1db035d8dde458eece9078b7de8ff1/e5384c905e9879cb6e8ff5250fb03155bc1db035d8dde458eece9078b7de8ff1_mask.png,dsb,none
./data/data_science_bowl_2018/stage1_train/dae976f161fe42dc58dee87d4bf2eb9f65736597cab0114138641b2a39a5c42b/images/dae976f161fe42dc58dee87d4bf2eb9f65736597cab0114138641b2a39a5c42b.png,./data/data_science_bowl_2018/stage1_train/dae976f161fe42dc58dee87d4bf2eb9f65736597cab0114138641b2a39a5c42b/dae976f161fe42dc58dee87d4bf2eb9f65736597cab0114138641b2a39a5c42b_mask.png,dsb,none
./data/data_science_bowl_2018/stage1_train/0ea221716cf13710214dcd331a61cea48308c3940df1d28cfc7fd817c83714e1/images/0ea221716cf13710214dcd331a61cea48308c3940df1d28cfc7fd817c83714e1.png,./data/data_science_bowl_2018/stage1_train/0ea221716cf13710214dcd331a61cea48308c3940df1d28cfc7fd817c83714e1/0ea221716cf13710214dcd331a61cea48308c3940df1d28cfc7fd817c83714e1_mask.png,dsb,none
./data/data_science_bowl_2018/stage1_train/8b12e18670e4b24d03567d1e17c0c24fadf0ea2c1e763983dd6bb4c44b7376a6/images/8b12e18670e4b24d03567d1e17c0c24fadf0ea2c1e763983dd6bb4c44b7376a6.png,./data/data_science_bowl_2018/stage1_train/8b12e18670e4b24d03567d1e17c0c24fadf0ea2c1e763983dd6bb4c44b7376a6/8b12e18670e4b24d03567d1e17c0c24fadf0ea2c1e763983dd6bb4c44b7376a6_mask.png,dsb,none
./data/data_science_bowl_2018/stage1_train/f26f4c2c70c38fe12e00d5a814d5116691f2ca548908126923fd76ddd665ed24/images/f26f4c2c70c38fe12e00d5a814d5116691f2ca548908126923fd76ddd665ed24.png,./data/data_science_bowl_2018/stage1_train/f26f4c2c70c38fe12e00d5a814d5116691f2ca548908126923fd76ddd665ed24/f26f4c2c70c38fe12e00d5a814d5116691f2ca548908126923fd76ddd665ed24_mask.png,dsb,none
./data/data_science_bowl_2018/stage1_train/be771d6831e3f8f1af4696bc08a582f163735db5baf9906e4729acc6a05e1187/images/be771d6831e3f8f1af4696bc08a582f163735db5baf9906e4729acc6a05e1187.png,./data/data_science_bowl_2018/stage1_train/be771d6831e3f8f1af4696bc08a582f163735db5baf9906e4729acc6a05e1187/be771d6831e3f8f1af4696bc08a582f163735db5baf9906e4729acc6a05e1187_mask.png,dsb,none
./data/data_science_bowl_2018/stage1_train/a891bbc89143bca7a717386144eb061ec2d599cba24681389bcb3a2fedb8ff8c/images/a891bbc89143bca7a717386144eb061ec2d599cba24681389bcb3a2fedb8ff8c.png,./data/data_science_bowl_2018/stage1_train/a891bbc89143bca7a717386144eb061ec2d599cba24681389bcb3a2fedb8ff8c/a891bbc89143bca7a717386144eb061ec2d599cba24681389bcb3a2fedb8ff8c_mask.png,dsb,none
./data/data_science_bowl_2018/stage1_train/cdab367b30db47061df837c1ae9fa875d6057614f797332d37d3513517d6c694/images/cdab367b30db47061df837c1ae9fa875d6057614f797332d37d3513517d6c694.png,./data/data_science_bowl_2018/stage1_train/cdab367b30db47061df837c1ae9fa875d6057614f797332d37d3513517d6c694/cdab367b30db47061df837c1ae9fa875d6057614f797332d37d3513517d6c694_mask.png,dsb,none
./data/data_science_bowl_2018/stage1_train/1b518cd2ea84a389c267662840f3d902d0129fab27696215db2488de6d4316c5/images/1b518cd2ea84a389c267662840f3d902d0129fab27696215db2488de6d4316c5.png,./data/data_science_bowl_2018/stage1_train/1b518cd2ea84a389c267662840f3d902d0129fab27696215db2488de6d4316c5/1b518cd2ea84a389c267662840f3d902d0129fab27696215db2488de6d4316c5_mask.png,dsb,none
./data/data_science_bowl_2018/stage1_train/40946065f7e4b6038599fbfd419f2a67e7635b6f89db3ed6c0d67c8801521af1/images/40946065f7e4b6038599fbfd419f2a67e7635b6f89db3ed6c0d67c8801521af1.png,./data/data_science_bowl_2018/stage1_train/40946065f7e4b6038599fbfd419f2a67e7635b6f89db3ed6c0d67c8801521af1/40946065f7e4b6038599fbfd419f2a67e7635b6f89db3ed6c0d67c8801521af1_mask.png,dsb,none
./data/data_science_bowl_2018/stage1_train/4327d27591871e9c8d317071a390d1b3dcedad05a9746175b005c41ea0d797b2/images/4327d27591871e9c8d317071a390d1b3dcedad05a9746175b005c41ea0d797b2.png,./data/data_science_bowl_2018/stage1_train/4327d27591871e9c8d317071a390d1b3dcedad05a9746175b005c41ea0d797b2/4327d27591871e9c8d317071a390d1b3dcedad05a9746175b005c41ea0d797b2_mask.png,dsb,none
./data/data_science_bowl_2018/stage1_train/eb96fc6cbf6880bf05c4309857ae33844a4bc2152e228eff31024e5265cf9fc3/images/eb96fc6cbf6880bf05c4309857ae33844a4bc2152e228eff31024e5265cf9fc3.png,./data/data_science_bowl_2018/stage1_train/eb96fc6cbf6880bf05c4309857ae33844a4bc2152e228eff31024e5265cf9fc3/eb96fc6cbf6880bf05c4309857ae33844a4bc2152e228eff31024e5265cf9fc3_mask.png,dsb,none
./data/data_science_bowl_2018/stage1_train/4b274461c6d001a7a9aeaf5952b40ac4934d1be96b9c176edfd628a8f77e6df2/images/4b274461c6d001a7a9aeaf5952b40ac4934d1be96b9c176edfd628a8f77e6df2.png,./data/data_science_bowl_2018/stage1_train/4b274461c6d001a7a9aeaf5952b40ac4934d1be96b9c176edfd628a8f77e6df2/4b274461c6d001a7a9aeaf5952b40ac4934d1be96b9c176edfd628a8f77e6df2_mask.png,dsb,none
./data/data_science_bowl_2018/stage1_train/4596961c789d3b41916492918797724fe75128239fefc516c3ee75322b7926f0/images/4596961c789d3b41916492918797724fe75128239fefc516c3ee75322b7926f0.png,./data/data_science_bowl_2018/stage1_train/4596961c789d3b41916492918797724fe75128239fefc516c3ee75322b7926f0/4596961c789d3b41916492918797724fe75128239fefc516c3ee75322b7926f0_mask.png,dsb,none
./data/data_science_bowl_2018/stage1_train/60cb718759bff13f81c4055a7679e81326f78b6a193a2d856546097c949b20ff/images/60cb718759bff13f81c4055a7679e81326f78b6a193a2d856546097c949b20ff.png,./data/data_science_bowl_2018/stage1_train/60cb718759bff13f81c4055a7679e81326f78b6a193a2d856546097c949b20ff/60cb718759bff13f81c4055a7679e81326f78b6a193a2d856546097c949b20ff_mask.png,dsb,none
./data/data_science_bowl_2018/stage1_train/7d40ea6ead1bec903f26d9046d291aedcb12a584b4d3b337ea252b34c7d86072/images/7d40ea6ead1bec903f26d9046d291aedcb12a584b4d3b337ea252b34c7d86072.png,./data/data_science_bowl_2018/stage1_train/7d40ea6ead1bec903f26d9046d291aedcb12a584b4d3b337ea252b34c7d86072/7d40ea6ead1bec903f26d9046d291aedcb12a584b4d3b337ea252b34c7d86072_mask.png,dsb,none
./data/data_science_bowl_2018/stage1_train/9f073db4acd7e634fd578af50d4e77218742f63a4d423a99808d6fd7cb0d3cdb/images/9f073db4acd7e634fd578af50d4e77218742f63a4d423a99808d6fd7cb0d3cdb.png,./data/data_science_bowl_2018/stage1_train/9f073db4acd7e634fd578af50d4e77218742f63a4d423a99808d6fd7cb0d3cdb/9f073db4acd7e634fd578af50d4e77218742f63a4d423a99808d6fd7cb0d3cdb_mask.png,dsb,none
./data/data_science_bowl_2018/stage1_train/e52960d31f8bddf85400259beb4521383f5ceface1080be3429f2f926cc9b5c2/images/e52960d31f8bddf85400259beb4521383f5ceface1080be3429f2f926cc9b5c2.png,./data/data_science_bowl_2018/stage1_train/e52960d31f8bddf85400259beb4521383f5ceface1080be3429f2f926cc9b5c2/e52960d31f8bddf85400259beb4521383f5ceface1080be3429f2f926cc9b5c2_mask.png,dsb,none
./data/data_science_bowl_2018/stage1_train/44ab6a09eedee848b072ea3acd0f4e781f9c43b8d4e3d62598e1024584bf0b01/images/44ab6a09eedee848b072ea3acd0f4e781f9c43b8d4e3d62598e1024584bf0b01.png,./data/data_science_bowl_2018/stage1_train/44ab6a09eedee848b072ea3acd0f4e781f9c43b8d4e3d62598e1024584bf0b01/44ab6a09eedee848b072ea3acd0f4e781f9c43b8d4e3d62598e1024584bf0b01_mask.png,dsb,none
